id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
51848,,2012,True,Clear,2,5577,4967,Lashkar-e-Islam - Lashkar of Zakakhel tribe,5577,5577,Lashkar-e-Islam - Lashkar of Zakakhel tribe,399,399,Lashkar-e-Islam,1142,1142,Lashkar of Zakakhel tribe,-1,Pakistan Timeline 2012,,,,SATP,2,Zakha Khel Area,,Federally Administered Tribal Areas,Khyber Agency,34.036127,71.113004,POINT (71.113004 34.036127),179063,Pakistan,770,Asia,1,1,01/04/2012 00:00:00,01/04/2012 00:00:00,6,1,0,0,7,7,7,
51852,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 31/1 2012 ""Over 30 militants killed in tribal area clash with Pakistan security forces",,,,ISPR,2,Mamuzai locality,,Federally Administered Tribal Areas,Kurram Agency,33.629150,70.588340,POINT (70.588340 33.629150),178342,Pakistan,770,Asia,1,1,01/31/2012 00:00:00,01/31/2012 00:00:00,8,35,0,0,43,43,43,
51853,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Shahidano village,,Federally Administered Tribal Areas,Kurram Agency,33.508650,70.263990,POINT (70.263990 33.508650),178341,Pakistan,770,Asia,1,1,02/05/2012 00:00:00,02/05/2012 00:00:00,1,0,0,0,1,1,1,
51855,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,Pakistan Timeline 2012,,,,SATP,1,Sangsila Town,,Balochistan Province,Dera Bugti District,29.086406,68.853948,POINT (68.853948 29.086406),171858,Pakistan,770,Asia,1,1,02/18/2012 00:00:00,02/18/2012 00:00:00,2,0,0,0,2,2,2,
51856,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,1,Nangrosa village,,Federally Administered Tribal Areas,Khyber Agency,33.934472,70.857453,POINT (70.857453 33.934472),178342,Pakistan,770,Asia,1,1,02/26/2012 00:00:00,02/26/2012 00:00:00,0,3,0,0,3,3,3,
51857,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,Pakistan Timeline 2012,,,,SATP,3,Dera Bugti District,,Balochistan Province,Dera Bugti District,28.942498,69.068830,POINT (69.068830 28.942498),171139,Pakistan,770,Asia,1,1,03/02/2012 00:00:00,03/02/2012 00:00:00,0,0,0,3,3,3,3,
51858,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Khadizai Town,,Federally Administered Tribal Areas,Orakzai Agency,33.596389,70.748611,POINT (70.748611 33.596389),178342,Pakistan,770,Asia,1,1,03/10/2012 00:00:00,03/10/2012 00:00:00,0,11,0,0,11,10,11,
51860,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,5,Border Kurram/Orakzai,,Federally Administered Tribal Areas,,33.645363,70.701228,POINT (70.701228 33.645363),178342,Pakistan,770,Asia,1,1,03/18/2012 00:00:00,03/18/2012 00:00:00,0,26,0,0,26,26,26,
51861,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Shin Warsak Town,,Federally Administered Tribal Areas,South Waziristan,32.243486,69.499014,POINT (69.499014 32.243486),176179,Pakistan,770,Asia,1,1,03/24/2012 00:00:00,03/24/2012 00:00:00,4,12,0,0,16,16,16,
51875,,2012,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,-1,Pakistan Timeline 2012,,,,SATP,3,Zhob District,,Balochistan Province,Zhob District,31.364444,69.207492,POINT (69.207492 31.364444),174739,Pakistan,770,Asia,1,1,05/25/2012 00:00:00,05/25/2012 00:00:00,0,0,1,0,1,1,1,
51877,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,Pakistan Timeline 2012,,,,SATP,2,Jaho Town,,Balochistan Province,Awaran District,26.303800,65.573400,POINT (65.573400 26.303800),167532,Pakistan,770,Asia,1,1,06/02/2012 00:00:00,06/02/2012 00:00:00,2,0,0,0,2,2,2,
51884,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Peshawar Town,,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,07/06/2012 00:00:00,07/06/2012 00:00:00,1,0,0,0,1,1,1,
51886,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,1,Kitkot Town,,Federally Administered Tribal Areas,Bajaur Agency,34.834598,71.321538,POINT (71.321538 34.834598),179783,Pakistan,770,Asia,1,1,07/12/2012 00:00:00,07/12/2012 00:00:00,0,11,0,0,11,11,11,
51893,,2012,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,-1,"BBC M SA 15/5 2012 ""Pakistan Taleban claim killing political party workers in Karachi",,,,The News (Pakistani newspaper),1,Karachi Town,,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,08/13/2012 00:00:00,08/13/2012 00:00:00,0,0,4,0,4,4,4,
51895,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 27/8 2012 ""Third day of clashes leaves 20 militants dead in Pakistan's Bajaur area",,,,The Express Tribune (Pakistani newspaper),1,Batwar Town,,Federally Administered Tribal Areas,Bajaur Agency,34.924802,71.513608,POINT (71.513608 34.924802),179784,Pakistan,770,Asia,1,2,08/24/2012 00:00:00,08/26/2012 00:00:00,0,20,0,0,20,20,20,
51905,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 6/10 2012 ""Cross-border attack kills six militants, soldier in Pakistan's tribal area",,,,Dawn (Pakistani newspaper),2,Ghalanai Town,,Federally Administered Tribal Areas,Mohmand Agency,34.321111,71.400000,POINT (71.400000 34.321111),179063,Pakistan,770,Asia,1,1,10/04/2012 00:00:00,10/04/2012 00:00:00,1,6,0,0,7,23,7,
51908,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,1,Peshawar Town,,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,10/14/2012 00:00:00,10/14/2012 00:00:00,1,5,0,0,6,6,6,
51919,,2012,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,-1,Pakistan Timeline 2012,,,,SATP,2,Jamrud Town,,Federally Administered Tribal Areas,Khyber Agency,34.003018,71.380729,POINT (71.380729 34.003018),179063,Pakistan,770,Asia,1,1,11/24/2012 00:00:00,11/24/2012 00:00:00,0,0,5,0,5,5,5,
51922,,2012,True,Clear,1,404,404,Pakistan:Government,11336,11336,Government of Pakistan - Lashkar-e-Islam,142,142,Government of Pakistan,399,399,Lashkar-e-Islam,-1,Pakistan Timeline 2012,,,,SATP,2,Shin Kamar Town,,Federally Administered Tribal Areas,Khyber Agency,33.871306,71.237354,POINT (71.237354 33.871306),178343,Pakistan,770,Asia,1,1,12/09/2012 00:00:00,12/09/2012 00:00:00,1,0,0,0,1,1,1,
51924,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"AP 15/12 2012 ""Militants attack NW Pakistani airport with bombs and rockets; 9 killed, including 4 civilians",,,,Hospital officials,1,Peshawar Town,,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,12/15/2012 00:00:00,12/15/2012 00:00:00,0,5,5,0,10,10,10,
51930,,2006,True,Clear,1,325,325,Pakistan:Balochistan,709,709,Government of Pakistan - BLA,142,142,Government of Pakistan,287,287,BLA,-1,R 031006,,,,official source,3,Kohlu District,,Balochistan Province,Kohlu District,29.644141,68.807210,POINT (68.807210 29.644141),172578,Pakistan,770,Asia,1,1,10/03/2006 00:00:00,10/03/2006 00:00:00,3,0,0,0,3,3,3,
51932,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,1,Karachi Town,,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,12/19/2012 00:00:00,12/19/2012 00:00:00,0,2,0,0,2,2,2,
51936,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 30/12 2012 ""Two security men killed in blast in Pakistan's Waziristan - report",,,,The Nation (Pakistani newspaper),5,Miranshah-Datta Khel road,,Federally Administered Tribal Areas,North Waziristan,32.946598,69.893217,POINT (69.893217 32.946598),176900,Pakistan,770,Asia,1,1,12/30/2012 00:00:00,12/30/2012 00:00:00,2,0,0,0,2,2,2,
51937,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,1,Panjgur Town,,Balochistan Province,Panjgur District,26.964461,64.090280,POINT (64.090280 26.964461),168249,Pakistan,770,Asia,1,1,12/15/2012 00:00:00,12/15/2012 00:00:00,0,0,0,0,0,3,0,
51939,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,"BBC M SA 25/12 2012 ""Four security men among five killed in Pakistan's Balochistan attacks",,,,The Nation (Pakistani newspaper),1,Quetta Town,,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,12/24/2012 00:00:00,12/24/2012 00:00:00,2,0,1,0,3,3,3,
51942,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,1,Panjgur Town,,Balochistan Province,Panjgur District,26.964461,64.090280,POINT (64.090280 26.964461),168249,Pakistan,770,Asia,1,1,11/25/2012 00:00:00,11/25/2012 00:00:00,0,0,0,0,0,1,0,
51945,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,1,Toi Khula Fort,,Federally Administered Tribal Areas,South Waziristan,32.060000,69.638889,POINT (69.638889 32.060000),176180,Pakistan,770,Asia,1,1,11/09/2012 00:00:00,11/09/2012 00:00:00,1,6,0,0,7,7,7,
51950,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 15/11 2012 ""Security men kill five militants in Pakistan's South Waziristan",,,,Dawn (Pakistani newspaper),2,Sanzala Area,,Federally Administered Tribal Areas,South Waziristan,31.899946,69.753474,POINT (69.753474 31.899946),175460,Pakistan,770,Asia,1,1,11/14/2012 00:00:00,11/14/2012 00:00:00,0,5,0,0,5,5,5,
51953,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"AFP 18/11 2012 ""Bomb kills two soldiers in tribal Pakistan: officials",,,,Security officials,1,Mir Ali Town,,Federally Administered Tribal Areas,North Waziristan,32.970219,70.200000,POINT (70.200000 32.970219),176901,Pakistan,770,Asia,1,1,11/18/2012 00:00:00,11/18/2012 00:00:00,2,0,0,0,2,2,2,
51959,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Wari Town,,Khyber Pakhtunkwa Province,Upper Dir District,34.988703,72.040787,POINT (72.040787 34.988703),179785,Pakistan,770,Asia,1,1,09/30/2012 00:00:00,09/30/2012 00:00:00,1,0,0,0,1,1,1,
51974,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,1,Barlas village,,Federally Administered Tribal Areas,Orakzai Agency,33.657080,70.728825,POINT (70.728825 33.657080),178342,Pakistan,770,Asia,1,1,10/14/2012 00:00:00,10/14/2012 00:00:00,0,6,0,0,6,6,6,
51975,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Mattani Town,,Khyber Pakhtunkwa Province,Peshawar District,33.797931,71.560230,POINT (71.560230 33.797931),178344,Pakistan,770,Asia,1,1,10/14/2012 00:00:00,10/14/2012 00:00:00,2,0,0,0,2,2,2,
51976,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,2,Pir Koh Town,,Balochistan Province,Dera Bugti District,29.141740,69.099669,POINT (69.099669 29.141740),171859,Pakistan,770,Asia,1,1,08/24/2012 00:00:00,08/24/2012 00:00:00,0,0,0,0,0,1,0,
51977,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,BRA Achives 2012,,,,BRA website,2,Pir Koh Town,,Balochistan Province,Dera Bugti District,29.141740,69.099669,POINT (69.099669 29.141740),171859,Pakistan,770,Asia,1,1,08/24/2012 00:00:00,08/24/2012 00:00:00,0,0,0,0,0,2,0,
51993,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Dabori town,,Federally Administered Tribal Areas,Orakzai Agency,33.737177,70.808836,POINT (70.808836 33.737177),178342,Pakistan,770,Asia,1,1,07/27/2012 00:00:00,07/27/2012 00:00:00,0,7,0,0,7,7,7,
51994,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Dabori town,,Federally Administered Tribal Areas,Orakzai Agency,33.737177,70.808836,POINT (70.808836 33.737177),178342,Pakistan,770,Asia,1,1,08/01/2012 00:00:00,08/01/2012 00:00:00,1,7,0,0,8,8,8,
51998,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,3,Lower Dir District,,Khyber Pakhtunkwa Province,Lower Dir District,34.851941,71.853352,POINT (71.853352 34.851941),179784,Pakistan,770,Asia,1,1,08/09/2012 00:00:00,08/09/2012 00:00:00,2,9,0,0,11,11,11,
52002,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Maini Town,,Khyber Pakhtunkwa Province,Swabi District,34.116883,72.616153,POINT (72.616153 34.116883),179066,Pakistan,770,Asia,1,1,06/09/2012 00:00:00,06/09/2012 00:00:00,1,0,0,0,1,1,1,
52005,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,5,Upper Tehsil,,Federally Administered Tribal Areas,Orakzai Agency,33.670970,70.775148,POINT (70.775148 33.670970),178342,Pakistan,770,Asia,1,1,06/14/2012 00:00:00,06/14/2012 00:00:00,0,9,0,0,9,9,9,
52006,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,3,Upper Dir District,,Khyber Pakhtunkwa Province,Upper Dir District,35.308785,72.046918,POINT (72.046918 35.308785),180505,Pakistan,770,Asia,1,1,06/14/2012 00:00:00,06/14/2012 00:00:00,0,6,0,0,6,6,6,
52010,,2012,True,Clear,1,325,325,Pakistan:Balochistan,708,708,Government of Pakistan - BLF,142,142,Government of Pakistan,1166,1166,BLF,-1,"R 21/7 2012 ""UPDATE 1-Militant attacks kill 15 in Pakistan",,,,Intelligence officials,1,Pishukan Town,,Balochistan Province,Gwadar District,25.123725,62.069082,POINT (62.069082 25.123725),166085,Pakistan,770,Asia,1,1,07/21/2012 00:00:00,07/21/2012 00:00:00,8,0,0,0,8,8,8,
52028,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,1,Khadizai Town,,Federally Administered Tribal Areas,Orakzai Agency,33.596389,70.748611,POINT (70.748611 33.596389),178342,Pakistan,770,Asia,1,1,03/24/2012 00:00:00,03/24/2012 00:00:00,3,10,0,0,13,13,13,
52029,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,3,Khyber Agency,,Federally Administered Tribal Areas,Khyber Agency,33.961134,71.057703,POINT (71.057703 33.961134),178343,Pakistan,770,Asia,1,1,03/24/2012 00:00:00,03/24/2012 00:00:00,0,8,0,0,8,8,8,
52031,,2012,True,Clear,2,5600,4990,Lashkar-e-Islam - Lashkar of Akakhel tribe ,5600,5600,Lashkar-e-Islam - Lashkar of Akakhel tribe ,399,399,Lashkar-e-Islam,1177,1177,Lashkar of Akakhel tribe ,-1,Pakistan Timeline 2012,,,,SATP,2,Akakhel Area,,Federally Administered Tribal Areas,Khyber Agency,33.843346,70.983627,POINT (70.983627 33.843346),178342,Pakistan,770,Asia,1,1,07/06/2012 00:00:00,07/06/2012 00:00:00,2,0,0,0,2,2,2,
52034,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 14/4 2012 ""Blast kills excise inspector in northwest Pakistan",,,,Associated Press of Pakistan (APP),2,Peshawar Town,,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,04/14/2012 00:00:00,04/14/2012 00:00:00,1,0,0,0,1,1,1,
52035,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Khwaezai Area,,Federally Administered Tribal Areas,Mohmand Agency,34.399100,71.264700,POINT (71.264700 34.399100),179063,Pakistan,770,Asia,1,1,04/14/2012 00:00:00,04/14/2012 00:00:00,1,0,0,0,1,1,1,
52038,,2012,True,Clear,1,404,404,Pakistan:Government,11336,11336,Government of Pakistan - Lashkar-e-Islam,142,142,Government of Pakistan,399,399,Lashkar-e-Islam,-1,"AFP 10/3 2012 ""At least six dead in Pakistan gunfight: officials",,,,Deputy administration chief,1,Bara Town,,Federally Administered Tribal Areas,Khyber Agency,33.914722,71.468056,POINT (71.468056 33.914722),178343,Pakistan,770,Asia,1,1,03/10/2012 00:00:00,03/10/2012 00:00:00,2,39,4,0,45,45,45,
52041,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Sarwakai Area,,Federally Administered Tribal Areas,South Waziristan,32.055556,69.300000,POINT (69.300000 32.055556),176179,Pakistan,770,Asia,1,1,03/18/2012 00:00:00,03/18/2012 00:00:00,0,2,0,0,2,2,2,
52048,,2012,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,-1,Pakistan Timeline 2012,,,,SATP,3,Khyber Agency,,Federally Administered Tribal Areas,Khyber Agency,33.961134,71.057703,POINT (71.057703 33.961134),178343,Pakistan,770,Asia,1,2,01/31/2012 00:00:00,02/01/2012 00:00:00,0,0,1,0,1,1,1,
52052,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 12/2 2012 ""Paramilitary personnel killed in northwest Pakistan militant attack",,,,The Express Tribune (Pakistani newspaper),1,Baran Dam,,Khyber Pakhtunkwa Province,Bannu District,33.009541,70.502685,POINT (70.502685 33.009541),177622,Pakistan,770,Asia,1,1,02/12/2012 00:00:00,02/12/2012 00:00:00,1,0,0,0,1,3,1,
52053,,2012,True,Clear,1,325,325,Pakistan:Balochistan,711,711,Government of Pakistan - BRA,142,142,Government of Pakistan,289,289,BRA,-1,"AFP 12/2 2012 ""Bomb kills two boys in Pakistan: police",,,,Police,1,Dera Murad Jamali Town,,Balochistan Province,Nasirabad District,28.550000,68.216667,POINT (68.216667 28.550000),171137,Pakistan,770,Asia,1,1,02/12/2012 00:00:00,02/12/2012 00:00:00,0,0,2,0,2,2,2,
52055,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,5,Sararogha-Jandola road (South Waziristan),,Federally Administered Tribal Areas,South Waziristan,32.401496,70.059314,POINT (70.059314 32.401496),176181,Pakistan,770,Asia,1,1,02/26/2012 00:00:00,02/26/2012 00:00:00,2,0,0,0,2,2,2,
52056,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,3,South Waziristan,,Federally Administered Tribal Areas,South Waziristan,32.303972,69.682074,POINT (69.682074 32.303972),176180,Pakistan,770,Asia,1,1,02/26/2012 00:00:00,02/26/2012 00:00:00,2,0,0,0,2,2,2,
52058,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"BBC M SA 4/4 2012 ""Pakistan soldier killed in tribal area blast",,,,The News (Pakistani newspaper),1,Miranshah Town,,Federally Administered Tribal Areas,North Waziristan,33.008611,70.069722,POINT (70.069722 33.008611),177621,Pakistan,770,Asia,1,1,04/04/2012 00:00:00,04/04/2012 00:00:00,1,0,0,0,1,1,1,
52061,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Khadizai Town,,Federally Administered Tribal Areas,Orakzai Agency,33.596389,70.748611,POINT (70.748611 33.596389),178342,Pakistan,770,Asia,1,1,02/06/2012 00:00:00,02/06/2012 00:00:00,0,5,0,0,5,5,5,
52064,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,3,Upper Dir District,,Khyber Pakhtunkwa Province,Upper Dir District,35.308785,72.046918,POINT (72.046918 35.308785),180505,Pakistan,770,Asia,1,1,06/22/2012 00:00:00,06/22/2012 00:00:00,1,15,0,0,16,16,16,
52065,,2012,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Ladha Town,,Federally Administered Tribal Areas,South Waziristan,32.561667,69.841111,POINT (69.841111 32.561667),176900,Pakistan,770,Asia,1,1,06/22/2012 00:00:00,06/22/2012 00:00:00,7,0,0,0,7,7,7,
52066,,2010,True,Clear,1,404,404,Pakistan:Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Suicide bomb kills 6 in a northwestern Pakistani region
30 November 2010
Associated Press Newswires",,,,"police officer Haji Iftikkhar, TTP",1,Bannu Town,,Khyber Pakhtunkwa Province,Bannu District,32.985414,70.602701,POINT (70.602701 32.985414),176902,Pakistan,770,Asia,1,1,11/30/2010 00:00:00,11/30/2010 00:00:00,1,0,5,0,6,6,6,
